"NAME","DESCRIPTION","FORMULA"
"whhdca[c]","omega hydroxy hexadecanoate (n-C16:0)","C16H31O3"
"Sfglutth[c]","S-formylglutathionate(1-)","C11H16N3O7S"
"fald[l]","formaldehyde","CH2O"
"tdcoa[m]","Tetradecanoyl-CoA (n-C14:0CoA)","C35H58N7O17P3S"
"ptdcacoa[m]","pentadecanoyl Coenzyme A","C36H60N7O17P3S"
"occoa[m]","Octanoyl-CoA (n-C8:0CoA)","C29H46N7O17P3S"
"hpdcacoa[m]","heptadecanoyl coa","C38H64N7O17P3S"
"stcoa[x]","Stearoyl-CoA (n-C18:0CoA)","C39H66N7O17P3S"
"vacccoa[m]","vaccenyl coenzyme A","C39H64N7O17P3S"
"lnlccoa[m]","linoleic coenzyme A","C39H62N7O17P3S"
"lneldccoa[m]","linoelaidyl coenzyme A","C39H62N7O17P3S"
"lnlncacoa[m]","alpha-Linolenoyl-CoA","C39H60N7O17P3S"
"lnlncgcoa[m]","gamma-linolenoyl-CoA(4-)","C39H60N7O17P3S"
"lnlncgcoa[x]","gamma-linolenoyl-CoA(4-)","C39H60N7O17P3S"
"strdnccoa[m]","stearidonyl coenzyme A","C39H58N7O17P3S"
"strdnccoa[x]","stearidonyl coenzyme A","C39H58N7O17P3S"
"tmndnccoa[m]","timnodonyl coenzyme A","C41H60N7O17P3S"
"tmndnccoa[x]","timnodonyl coenzyme A","C41H60N7O17P3S"
"lgnccoa[x]","lignocericyl coenzyme A","C45H78N7O17P3S"
"nrvnccoa[x]","nervonyl coenzyme A","C45H76N7O17P3S"
"odecoa[x]","Octadecenoyl-CoA (n-C18:1CoA)","C39H64N7O17P3S"
"tettet6coa[x]","tetracosatetraenoyl coenzyme A","C45H70N7O17P3S"
"tetpent3coa[x]","tetracosapentaenoyl coenzyme A, n-3","C45H68N7O17P3S"
"tetpent6coa[x]","tetracosapentaenoyl coenzyme A, n-6","C45H68N7O17P3S"
"tethex3coa[x]","tetracosahexaenoyl coenzyme A","C45H66N7O17P3S"
"hexccoa[x]","Hexacosanoyl-CoA (n-C26:0CoA)","C47H82N7O17P3S"
"dcacoa[c]","Decanoyl-CoA (n-C10:0CoA)","C31H50N7O17P3S"
"ddcacoa[c]","Dodecanoyl-CoA (n-C12:0CoA)","C33H54N7O17P3S"
"fdp[c]","D-Fructose 1,6-bisphosphate","C6H10O12P2"
"f1p[c]","D-Fructose 1-phosphate","C6H11O9P"
"glyald[c]","D-Glyceraldehyde","C3H6O3"
"xu1p_D[c]","D-Xylulose 1-phosphate","C5H9O8P"
"gcald[c]","glycolaldehyde","C2H4O2"
"tag1p_D[c]","D-Tagatose 1-phosphate","C6H11O9P"
"f6p[c]","D-Fructose 6-phosphate","C6H11O9P"
"f26bp[c]","beta-D-fructofuranose 2,6-bisphosphate(4-)","C6H10O12P2"
"fe2[m]","Fe2+","Fe"
"ppp9[m]","Protoporphyrin","C34H32N4O4"
"pheme[m]","Protoheme","C34H30FeN4O4"
"formcoa[c]","formyl-CoA(4-)","C22H32N7O17P3S"
"fe2[c]","Fe2+","Fe"
"fuc_L[c]","L-fucose","C6H12O5"
"Lfmkynr[c]","N-formyl-L-kynurenine","C11H12N2O4"
"Lkynr[c]","L-kynurenine","C10H12N2O3"
"fol[c]","Folate","C19H18N7O6"
"formcoa[x]","formyl-CoA(4-)","C22H32N7O17P3S"
"for[m]","Formate","CH1O2"
"for[r]","Formate","CH1O2"
"for[n]","Formate","CH1O2"
"5dhf[m]","pentaglutamyl folate (DHF)","C39H43N11O18"
"thf[m]","5,6,7,8-Tetrahydrofolate","C19H21N7O6"
"frdp[x]","Farnesyl diphosphate","C15H25O7P2"
"frdp[r]","Farnesyl diphosphate","C15H25O7P2"
"ggdp[c]","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3-)","C20H33O7P2"
"fru[c]","D-Fructose","C6H12O6"
"ttc_ggdp[c]","trans,trans,cis-Geranylgeranyl diphosphate","C20H33O7P2"
"5forthf[c]","5-Formiminotetrahydrofolate","C20H22N8O6"
"methf[c]","5,10-Methenyltetrahydrofolate","C20H20N7O6"
"fuc13galacglcgal14acglcgalgluside_hs[c]","III3Fuc-nLc6Cer","C64H112N3O36FULLRCO"
"fuc13galacglcgal14acglcgalgluside_hs[g]","III3Fuc-nLc6Cer","C64H112N3O36FULLRCO"
"fuc14galacglcgalgluside_hs[c]","Lea glycolipid","C50H89N2O26FULLRCO"
"fuc14galacglcgalgluside_hs[g]","Lea glycolipid","C50H89N2O26FULLRCO"
"fucacgalfucgalacglcgalgluside_hs[c]","(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1","C64H112N3O35FULLRCO"
"fucacgalfucgalacglcgalgluside_hs[g]","(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1","C64H112N3O35FULLRCO"
"fucacngal14acglcgalgluside_hs[c]","IV3-a-NeuAc,III3-a-Fuc-nLc4Cer","C61H105N3O34FULLRCO"
"fucacngal14acglcgalgluside_hs[g]","IV3-a-NeuAc,III3-a-Fuc-nLc4Cer","C61H105N3O34FULLRCO"
"fucacngalacglcgalgluside_hs[c]","IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer","C61H105N3O34FULLRCO"
"fucacngalacglcgalgluside_hs[g]","IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer","C61H105N3O34FULLRCO"
"ksi[l]","keratan sulfate I","C247H393N17O213S12X"
"fuc_L[l]","L-fucose","C6H12O5"
"ksi_deg1[l]","keratan sulfate I, degradation product 1","C241H383N17O209S12X"
"s2l2fn2m2masn[l]","PA6","C90H145N6O65X"
"s2l2n2m2masn[l]","de-Fuc form of PA6","C84H135N6O61X"
"fucfuc12gal14acglcgalgluside_hs[c]","Ley glycolipid","C56H99N2O30FULLRCO"
"fucfuc12gal14acglcgalgluside_hs[g]","Ley glycolipid","C56H99N2O30FULLRCO"
"fucfuc132galacglcgal14acglcgalgluside_hs[c]","V3Fuc,III3Fuc-nLc6Cer","C70H122N3O40FULLRCO"
"fucfuc132galacglcgal14acglcgalgluside_hs[g]","V3Fuc,III3Fuc-nLc6Cer","C70H122N3O40FULLRCO"
"fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c]","(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1","C90H155N4O54FULLRCO"
"fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g]","(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1","C90H155N4O54FULLRCO"
"fucfucfucgalacglcgal14acglcgalgluside_hs[c]","(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1","C76H132N3O44FULLRCO"
"fucfucfucgalacglcgal14acglcgalgluside_hs[g]","(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1","C76H132N3O44FULLRCO"
"fucfucgalacglcgalgluside_hs[c]","Leb glycolipid","C56H99N2O30FULLRCO"
"fucfucgalacglcgalgluside_hs[g]","Leb glycolipid","C56H99N2O30FULLRCO"
"fucgal14acglcgalgluside_hs[c]","Lacto-N-fucopentaosyl III ceramide","C50H89N2O26FULLRCO"
"fucgal14acglcgalgluside_hs[g]","Lacto-N-fucopentaosyl III ceramide","C50H89N2O26FULLRCO"
"fucgalfucgalacglcgalgluside_hs[c]","(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1","C62H109N2O35FULLRCO"
"fucgalfucgalacglcgalgluside_hs[g]","(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1","C62H109N2O35FULLRCO"
"fucgalgbside_hs[c]","fucosyl galactosylgloboside","C56H99N2O31FULLRCO"
"fucgalgbside_hs[g]","fucosyl galactosylgloboside","C56H99N2O31FULLRCO"
"4fumacac[c]","4-fumarylacetoacetate(2-)","C8H6O6"
"fum[m]","Fumarate","C4H2O4"
"so4[m]","sulfate","O4S"
"so4[c]","sulfate","O4S"
"tsul[m]","thiosulfate(2-)","O3S2"
"tsul[c]","thiosulfate(2-)","O3S2"
"acngalacglcgalgluside_hs[g]","(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1","C55H95N3O30FULLRCO"
"fucgalacglc13galacglcgal14acglcgalgluside_hs[g]","(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1","C78H135N4O46FULLRCO"
"fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g]","(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1","C84H145N4O50FULLRCO"
"acngal14acglcgalgluside_hs[g]","Sialyl-3-paragloboside","C55H95N3O30FULLRCO"
"fucfucgalacglcgal14acglcgalgluside_hs[g]","(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1","C70H122N3O40FULLRCO"
"fuc132galacglcgal14acglcgalgluside_hs[g]","V3Fuc-nLc6Cer","C64H112N3O36FULLRCO"
"m2mpdol_L[c]","(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog","C1420H2328N20O320P20"
"m3mpdol_L[c]","(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human liver homolog","C1480H2428N20O370P20"
"m2mpdol_U[c]","(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog","C1365H2240N20O320P20"
"m3mpdol_U[c]","(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human uterine homolog","C1425H2340N20O370P20"
"m4mpdol_L[c]","(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog","C1540H2528N20O420P20"
"m4mpdol_U[c]","(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog","C1485H2440N20O420P20"
"m1mpdol_L[c]","alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human liver homolog","C1360H2228N20O270P20"
"m1mpdol_U[c]","alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human uterine homolog","C1305H2140N20O270P20"
"ksi_pre14[g]","keratan sulfate I biosynthesis, precursor 14","C143H230N10O114S4X"
"ksi_pre17[g]","keratan sulfate I biosynthesis, precursor 17","C157H252N11O127S5X"
"ksi_pre20[g]","keratan sulfate I biosynthesis, precursor 20","C171H274N12O140S6X"
"ksi_pre23[g]","keratan sulfate I biosynthesis, precursor 23","C185H296N13O153S7X"
"ksi_pre26[g]","keratan sulfate I biosynthesis, precursor 26","C199H318N14O166S8X"
"ksi_pre29[g]","keratan sulfate I biosynthesis, precursor 29","C213H340N15O179S9X"
"ksi_pre32[g]","keratan sulfate I biosynthesis, precursor 32","C227H362N16O192S10X"
"ksi_pre35[g]","keratan sulfate I biosynthesis, precursor 35","C241H384N17O205S11X"
"ksi_pre36[g]","keratan sulfate I biosynthesis, precursor 36","C247H394N17O210S11X"
"ksii_core4_pre1[g]","keratan sulfate II biosynthesis, precursor 1","C36H60N3O25X"
"ksii_core4_pre6[g]","keratan sulfate II biosynthesis, precursor 6","C69H111N6O51SX"
"ksii_core4_pre9[g]","keratan sulfate II biosynthesis, precursor 9","C83H133N7O64S2X"
"ksii_core4_pre10[g]","keratan sulfate II biosynthesis, precursor 10","C89H143N7O69S2X"
"ksii_core2_pre1[g]","keratan sulfate II biosynthesis, precursor 1","C33H53N3O23X"
"ksii_core2_pre6[g]","keratan sulfate II biosynthesis, precursor 6","C61H98N5O46SX"
"ksii_core2_pre9[g]","keratan sulfate II biosynthesis, precursor 9","C75H120N6O59S2X"
"ksii_core2_pre10[g]","keratan sulfate II biosynthesis, precursor 10","C81H130N6O64S2X"
"ksi_pre5[g]","keratan sulfate I biosynthesis, precursor 5","C101H164N7O75SX"
"ksi_pre8[g]","keratan sulfate I biosynthesis, precursor 8","C115H186N8O88S2X"
"ksi_pre11[g]","keratan sulfate I biosynthesis, precursor 11","C129H208N9O101S3X"
"l2fn2m2masn[g]","{[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine","C68H113N4O49X"
"g1m6masnB1[r]","glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)","C64H107N2O50X"
"g1m7masnB[r]","glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)","C70H117N2O55X"
"g1m7masnC[r]","glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)","C70H117N2O55X"
"g1m8masn[r]","(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)","C76H127N2O60X"
"dtdpglu[c]","dTDP-glucose(2-)","C16H24N2O16P2"
"g2m8masn[r]","(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)","C82H137N2O65X"
"glyc3p[c]","Glycerol 3-phosphate","C3H7O6P"
"glu5sa[m]","L-Glutamate 5-semialdehyde","C5H9NO3"
"1pyr5c[m]","1-Pyrroline-5-carboxylate","C5H6NO2"
"glu5sa[c]","L-Glutamate 5-semialdehyde","C5H9NO3"
"1pyr5c[c]","1-Pyrroline-5-carboxylate","C5H6NO2"
"glu5p[m]","L-Glutamate 5-phosphate","C5H8NO7P"
"6pgl[r]","6-phospho-D-glucono-1,5-lactone","C6H9O9P"
"g6p[c]","D-Glucose 6-phosphate","C6H11O9P"
"6pgl[c]","6-phospho-D-glucono-1,5-lactone","C6H9O9P"
"gudac[c]","guanidinoacetic acid","C3H7N3O2"
"gacpail_hs[c]","glucosaminyl-acylphosphatidylinositol","C31H58NO14PFULLRCO2FULLR2CO2"
"gacpail_hs[r]","glucosaminyl-acylphosphatidylinositol","C31H58NO14PFULLRCO2FULLR2CO2"
"galside_hs[g]","D-galactosyl-N-acylsphingosine","C24H46NO7FULLRCO"
"paps[g]","(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate","C10H11N5O13P2S"
"pap[g]","adenosine 3',5'-bismonophosphate(4-)","C10H11N5O10P2"
"sgalside_hs[g]","sulfatide galactocerebroside","C24H45NO10SFULLRCO"
"galacglcgalgbside_hs[c]","Gal-GlcNAc-Gal globoside","C64H112N3O37FULLRCO"
"ksi_deg26[l]","keratan sulfate I, degradation product 26","C110H179N7O93S4"
"gal[l]","D-Galactose","C6H12O6"
"ksi_deg27[l]","keratan sulfate I, degradation product 27","C104H169N7O88S4"
"ksi_deg29[l]","keratan sulfate I, degradation product 29","C96H157N6O80S3"
"ksi_deg30[l]","keratan sulfate I, degradation product 30","C90H147N6O75S3"
"ksi_deg32[l]","keratan sulfate I, degradation product 32","C82H135N5O67S2"
"ksi_deg33[l]","keratan sulfate I, degradation product 33","C76H125N5O62S2"
"ksi_deg35[l]","keratan sulfate I, degradation product 35","C68H113N4O54S1"
"ksi_deg36[l]","keratan sulfate I, degradation product 36","C62H103N4O49S1"
"ksi_deg38[l]","keratan sulfate I, degradation product 38","C54H91N3O41"
"ksi_deg39[l]","keratan sulfate I, degradation product 39","C48H81N3O36"
"ksi_deg40[l]","keratan sulfate I, degradation product 40","C40H68N2O31"
"ksi_deg41[l]","keratan sulfate I, degradation product 41","C34H58N2O26"
"ksii_core2_deg2[l]","keratan sulfate II (core 2-linked), degradation product 2","C70H114N5O56S2X"
"ksii_core2_deg3[l]","keratan sulfate II (core 2-linked), degradation product 3","C58H94N5O46S2X"
"ksii_core2_deg5[l]","keratan sulfate II (core 2-linked), degradation product 5","C50H82N4O38SX"
"ksii_core2_deg6[l]","keratan sulfate II (core 2-linked), degradation product 6","C44H72N4O33SX"
"ksii_core2_deg8[l]","keratan sulfate II (core 2-linked), degradation product 8","C36H60N3O25X"
"ksii_core2_deg9[l]","keratan sulfate II (core 2-linked), degradation product 9","C30H50N3O20X"
"core6[l]","Core 6","C16H27N2O10X"
"l2n2m2mn[l]","de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage)","C54H91N3O41"
"ksii_core4_deg2[l]","keratan sulfate II (core 4-linked), degradation product 2","C78H127N6O61S2X"
"ksii_core4_deg3[l]","keratan sulfate II (core 4-linked), degradation product 3","C66H107N6O51S2X"
"ksi_deg5[l]","keratan sulfate I, degradation product 5","C222H356N15O194S11"
"ksi_deg6[l]","keratan sulfate I, degradation product 6","C210H336N15O184S11"
"ksi_deg8[l]","keratan sulfate I, degradation product 8","C194H311N13O171S10"
"ksi_deg9[l]","keratan sulfate I, degradation product 9","C188H301N13O166S10"
"ksi_deg11[l]","keratan sulfate I, degradation product 11","C180H289N12O158S9"
"ksi_deg12[l]","keratan sulfate I, degradation product 12","C174H279N12O153S9"
"ksi_deg14[l]","keratan sulfate I, degradation product 14","C166H267N11O145S8"
"ksi_deg15[l]","keratan sulfate I, degradation product 15","C160H257N11O140S8"
"ksi_deg17[l]","keratan sulfate I, degradation product 17","C152H245N10O132S7"
"ksi_deg18[l]","keratan sulfate I, degradation product 18","C146H235N10O127S7"
"ksi_deg20[l]","keratan sulfate I, degradation product 20","C138H223N9O119S6"
"ksi_deg21[l]","keratan sulfate I, degradation product 21","C132H213N9O114S6"
"ksi_deg23[l]","keratan sulfate I, degradation product 23","C124H201N8O106S5"
"ksi_deg24[l]","keratan sulfate I, degradation product 24","C118H191N8O101S5"
"galfuc12gal14acglcgalgluside_hs[c]","(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1","C56H99N2O31FULLRCO"
"galfucgalacglcgal14acglcgalgluside_hs[c]","(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1","C70H122N3O41FULLRCO"
"galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[c]","(Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1","C96H165N4O60FULLRCO"
"galgalgalthcrm_hs[c]","Gal-Gal-Gal-Gal-Gal-Glc-Cer","C54H96NO32FULLRCO"
"galgluside_hs[l]","galactosyl glucosyl ceramide","C30H56NO12FULLRCO"
"gm3_hs[g]","alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide(1-)","C41H72N2O20FULLRCO"
"gd3_hs[g]","GD3","C52H88N3O28FULLRCO"
"gt3_hs[g]","GT3","C63H104N4O36FULLRCO"
"gal[c]","D-Galactose","C6H12O6"
"gal1p[c]","(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphate","C6H11O9P"
"cs_hs_linkage[g]","chondroitin sulfate/heparan sulfate linkage region (GlcA-(Gal)2-Xyl-L-Ser (protein))","C23H36O20X"
"cs_pre[g]","chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))","C31H49NO25X"
"cs_a_b_pre2[g]","chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2","C37H54NO37S2X"
"cs_a_b_pre3[g]","chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3","C45H67N2O42S2X"
"cs_c_pre2[g]","chondroitin sulfate C (GalNAc6S-GlcA), precursor 2","C37H54NO37S2X"
"cs_c_pre3[g]","chondroitin sulfate C (GalNAc6S-GlcA), precursor 3","C45H67N2O42S2X"
"cs_d_pre3[g]","chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3","C37H53NO40S3X"
"cs_d_pre4[g]","chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4","C45H66N2O45S3X"
"cs_e_pre3[g]","chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3","C37H52NO43S4X"
"cs_e_pre4[g]","chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4","C45H65N2O48S4X"
"Ser_Thr[g]","protein-linked serine or threonine residue (O-glycosylation site)","XH"
"galt[c]","galactitol","C6H14O6"
"galside_hs[c]","D-galactosyl-N-acylsphingosine","C24H46NO7FULLRCO"
"lxser[g]","Gal-Xyl-L-Ser (protein)","C11H19O9X"
"l2xser[g]","(Gal)2-Xyl-L-Ser (protein)","C17H29O14X"
"xser[g]","Xyl-L-Ser (protein)","C5H9O4X"
"udpg[c]","UDPglucose","C15H22N2O17P2"
"gam[c]","D-Glucosamine","C6H14NO5"
"gd3_hs[c]","GD3","C52H88N3O28FULLRCO"
"oagd3_hs[c]","9-O-Acetylated GD3","C54H90N3O29FULLRCO"
"oagd3_hs[g]","9-O-Acetylated GD3","C54H90N3O29FULLRCO"
"gt3_hs[c]","GT3","C63H104N4O36FULLRCO"
"oagt3_hs[c]","9-O-Acetylated GT3","C65H106N4O37FULLRCO"
"oagt3_hs[g]","9-O-Acetylated GT3","C65H106N4O37FULLRCO"
"gar[c]","N1-(5-Phospho-D-ribosyl)glycinamide","C7H14N2O8P"
"fgam[c]","N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide","C8H13N2O9P"
"n2m2nmasn[l]","N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R","C58H96N5O40X"
"gluside_hs[l]","D-glucosyl-N-acylsphingosine","C24H46NO7FULLRCO"
"glc_D[l]","D-glucose","C6H12O6"
"gbside_hs[c]","globoside","C44H79N2O22FULLRCO"
"gbside_hs[l]","globoside","C44H79N2O22FULLRCO"
"glyclt[c]","glycolate","C2H3O3"
"gcald[m]","glycolaldehyde","C2H4O2"
"glyclt[m]","glycolate","C2H3O3"
"lpam[m]","lipoamide","C8H15NOS2"
"alpam[m]","S-aminomethyldihydrolipoamide","C9H21N2OS2"
"dhlam[m]","dihydrolipoamide","C8H17NOS2"
"mlthf[m]","5,10-Methylenetetrahydrofolate","C20H21N7O6"
"lpro[m]","Lipoylprotein","S2X"
"alpro[m]","S-Aminomethyldihydrolipoylprotein","CH6NS2X"
"dhlpro[m]","Dihydrolipolprotein","H2S2X"
"gchola[c]","glycocholate","C26H43NO6"
"gd1b2_hs[c]","GD1beta","C66H111N4O38FULLRCO"
"gd1b2_hs[g]","GD1beta","C66H111N4O38FULLRCO"
"gd1c_hs[c]","GD1c","C66H111N4O38FULLRCO"
"gd1c_hs[g]","GD1c","C66H111N4O38FULLRCO"
"gmp[g]","GMP","C10H12N5O8P"
"gmp[c]","GMP","C10H12N5O8P"
"gdpddman[c]","GDP-4-dehydro-6-deoxy-alpha-D-mannose(2-)","C16H21N5O15P2"
"glu_L[l]","L-glutamate(1-)","C5H8NO4"
"thf[l]","5,6,7,8-Tetrahydrofolate","C19H21N7O6"
"5oxpro[c]","5-oxoprolinate","C5H6NO3"
"Tyr_ggn[c]","Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis)","XOH"
"ggn[c]","primed glycogenin (glycogenin-8[1,4-Glc])","C48H81O41X"
"leuktrC4[r]","leukotriene C4(2-)","C30H45N3O9S"
"glu_L[r]","L-glutamate(1-)","C5H8NO4"
"leuktrD4[r]","Leukotriene D4","C25H39N2O6S"
"leuktrE4[c]","leukotriene E4(1-)","C23H36NO5S"
"leuktrF4[c]","leukotriene F4","C28H42N2O8S"
"ser_L[m]","L-serine","C3H7NO3"
"3htmelys[c]","3-Hydroxy-N6,N6,N6-trimethyl-L-lysine","C9H20N2O3"
"4tmeabut[c]","4-trimethylammoniobutanal","C7H16NO"
"3htmelys[m]","3-Hydroxy-N6,N6,N6-trimethyl-L-lysine","C9H20N2O3"
"4tmeabut[m]","4-trimethylammoniobutanal","C7H16NO"
"gmp[m]","GMP","C10H12N5O8P"
"glac[c]","D-glucurono-6,3-lactone","C6H8O6"
"glcr[c]","D-glucarate(2-)","C6H8O8"
"glac[m]","D-glucurono-6,3-lactone","C6H8O6"
"glcr[m]","D-glucarate(2-)","C6H8O8"
"glac[r]","D-glucurono-6,3-lactone","C6H8O6"
"glygn1[c]","glycogen, structure 1 (glycogenin-11[1,4-Glc])","C66H111O56X"
"glygn2[c]","glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})","C66H111O56X"
"hs_deg9[l]","heparan sulfate, degradation product 9","C61H87N3O76S8"
"glcur[l]","D-glucuronate","C6H9O7"
"hs_deg10[l]","heparan sulfate, degradation product 10","C55H80N3O70S8"
"cs_a_deg2[l]","chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2","C37H55NO38S2"
"cs_a_deg3[l]","chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3","C31H48NO32S2"
"cs_c_deg2[l]","chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2","C37H55NO38S2"
"cs_c_deg3[l]","chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3","C31H48NO32S2"
"cs_d_deg3[l]","chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3","C37H54NO41S3"
"cs_d_deg4[l]","chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4","C31H47NO35S3"
"cs_e_deg3[l]","chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3","C37H53NO44S4"
"cs_e_deg4[l]","chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4","C31H46NO38S4"
"ha[l]","hyaluronan","C28H40N2O22"
"ha_deg1[l]","hyaluronan degradation product 1","C22H33N2O16"
"ha_pre1[l]","hyaluronan biosynthesis, precursor 1","C14H20NO11"
"cs_b_pre4[g]","chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4","C45H67N2O42S2X"
"hs_pre10[g]","(GlcN2S-GlcA)4-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C79H121N5O77S4X"
"hs_pre11[g]","(GlcN2S-IdoA-GlcN2S-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C79H121N5O77S4X"
"cs_a_b_e_pre1[g]","chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1","C31H47NO31S2X"
"udpglcur[g]","UDP-D-glucuronate","C15H19N2O18P2"
"cs_c_d_e_pre1[g]","chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1","C31H47NO31S2X"
"cs_d_pre2[g]","chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2","C31H46NO34S3X"
"cs_e_pre2[g]","chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2","C31H45NO37S4X"
"hs_pre1[g]","heparan sulfate, precursor 1","C31H49NO25X"
"hs_pre2[g]","heparan sulfate, precursor 2","C37H56NO31X"
"hs_pre3[g]","GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C45H69N2O36X"
"hs_pre4[g]","GlcA-GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C51H76N2O42X"
"hs_pre5[g]","(GlcNAc-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C59H89N3O47X"
"hs_pre6[g]","GlcA-(GlcNAc-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C65H96N3O53X"
